CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000007,Camden,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,154
E09000007,Camden,0,Owned: Owns outright,13,Other household types: With dependent children,247
E09000007,Camden,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",871
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,508
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,3603
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,246
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,1675
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,3303
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,491
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1281
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,453
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,49
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,453
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,271
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,167
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,317
E09000007,Camden,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",626
E09000007,Camden,2,Rented: Social rented,-8,Does not apply,0
E09000007,Camden,2,Rented: Social rented,1,One-person household: Aged 66 years and over,4584
E09000007,Camden,2,Rented: Social rented,2,One-person household: Other,8422
E09000007,Camden,2,Rented: Social rented,3,Single family household: All aged 66 years and over,645
E09000007,Camden,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,953
E09000007,Camden,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,3190
E09000007,Camden,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1328
E09000007,Camden,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,722
E09000007,Camden,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,613
E09000007,Camden,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,215
E09000007,Camden,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,4156
E09000007,Camden,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3406
E09000007,Camden,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,416
E09000007,Camden,2,Rented: Social rented,13,Other household types: With dependent children,1404
E09000007,Camden,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1192
E09000007,Camden,3,Private rented or lives rent free,-8,Does not apply,0
E09000007,Camden,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1077
E09000007,Camden,3,Private rented or lives rent free,2,One-person household: Other,11229
E09000007,Camden,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,182
E09000007,Camden,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2718
E09000007,Camden,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,3295
E09000007,Camden,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,218
E09000007,Camden,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,5202
E09000007,Camden,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,540
E09000007,Camden,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,20
E09000007,Camden,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,1061
E09000007,Camden,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,375
E09000007,Camden,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,919
E09000007,Camden,3,Private rented or lives rent free,13,Other household types: With dependent children,304
E09000007,Camden,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",6147
E09000008,Croydon,-8,Does not apply,-8,Does not apply,0
E09000008,Croydon,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000008,Croydon,-8,Does not apply,2,One-person household: Other,0
E09000008,Croydon,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000008,Croydon,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000008,Croydon,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000008,Croydon,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000008,Croydon,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000008,Croydon,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000008,Croydon,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000008,Croydon,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000008,Croydon,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000008,Croydon,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000008,Croydon,-8,Does not apply,13,Other household types: With dependent children,0
E09000008,Croydon,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000008,Croydon,0,Owned: Owns outright,-8,Does not apply,0
E09000008,Croydon,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,9340
E09000008,Croydon,0,Owned: Owns outright,2,One-person household: Other,4249
E09000008,Croydon,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,7230
E09000008,Croydon,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,3657
E09000008,Croydon,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1464
E09000008,Croydon,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3793
E09000008,Croydon,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,740
E09000008,Croydon,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,177
E09000008,Croydon,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,220
E09000008,Croydon,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,443
E09000008,Croydon,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,2639
E09000008,Croydon,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,347
E09000008,Croydon,0,Owned: Owns outright,13,Other household types: With dependent children,953
E09000008,Croydon,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1738
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,767
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,9251
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,489
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,4897
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,13365
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,3441
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,3858
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,2442
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,441
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,2189
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,2223
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,567
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2486
E09000008,Croydon,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2443
E09000008,Croydon,2,Rented: Social rented,-8,Does not apply,0
E09000008,Croydon,2,Rented: Social rented,1,One-person household: Aged 66 years and over,3296
E09000008,Croydon,2,Rented: Social rented,2,One-person household: Other,5531
E09000008,Croydon,2,Rented: Social rented,3,Single family household: All aged 66 years and over,497
E09000008,Croydon,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,792
E09000008,Croydon,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,2480
E09000008,Croydon,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1106
E09000008,Croydon,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,401
E09000008,Croydon,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,998
E09000008,Croydon,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,300
E09000008,Croydon,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,6692
E09000008,Croydon,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3006
E09000008,Croydon,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,316
E09000008,Croydon,2,Rented: Social rented,13,Other household types: With dependent children,1226
E09000008,Croydon,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",730
E09000008,Croydon,3,Private rented or lives rent free,-8,Does not apply,0
E09000008,Croydon,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1249
E09000008,Croydon,3,Private rented or lives rent free,2,One-person household: Other,9408
E09000008,Croydon,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,255
E09000008,Croydon,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2475
E09000008,Croydon,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,6291
E09000008,Croydon,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,903
E09000008,Croydon,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,3028
E09000008,Croydon,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,2072
E09000008,Croydon,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,137
E09000008,Croydon,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,5845
E09000008,Croydon,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1506
E09000008,Croydon,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,919
E09000008,Croydon,3,Private rented or lives rent free,13,Other household types: With dependent children,2585
E09000008,Croydon,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3051
E09000009,Ealing,-8,Does not apply,-8,Does not apply,0
E09000009,Ealing,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000009,Ealing,-8,Does not apply,2,One-person household: Other,0
E09000009,Ealing,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000009,Ealing,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000009,Ealing,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000009,Ealing,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000009,Ealing,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000009,Ealing,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000009,Ealing,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000009,Ealing,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000009,Ealing,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000009,Ealing,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000009,Ealing,-8,Does not apply,13,Other household types: With dependent children,0
E09000009,Ealing,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000009,Ealing,0,Owned: Owns outright,-8,Does not apply,0
E09000009,Ealing,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,6917
E09000009,Ealing,0,Owned: Owns outright,2,One-person household: Other,3569
E09000009,Ealing,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,4219
E09000009,Ealing,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2519
E09000009,Ealing,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1792
E09000009,Ealing,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3675
E09000009,Ealing,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,583
E09000009,Ealing,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,183
E09000009,Ealing,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,164
E09000009,Ealing,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,382
E09000009,Ealing,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,2444
E09000009,Ealing,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,372
E09000009,Ealing,0,Owned: Owns outright,13,Other household types: With dependent children,1454
E09000009,Ealing,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2002
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,664
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,5689
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,329
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,3412
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,10352
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,2714
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,2134
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1153
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,179
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1199
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,1357
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,416
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2467
E09000009,Ealing,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2131
E09000009,Ealing,2,Rented: Social rented,-8,Does not apply,0
E09000009,Ealing,2,Rented: Social rented,1,One-person household: Aged 66 years and over,2993
E09000009,Ealing,2,Rented: Social rented,2,One-person household: Other,5398
E09000009,Ealing,2,Rented: Social rented,3,Single family household: All aged 66 years and over,521
E09000009,Ealing,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,737
E09000009,Ealing,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,2780
E09000009,Ealing,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1172
E09000009,Ealing,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,377
E09000009,Ealing,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,525
E09000009,Ealing,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,178
E09000009,Ealing,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,3808
E09000009,Ealing,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,2715
E09000009,Ealing,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,346
E09000009,Ealing,2,Rented: Social rented,13,Other household types: With dependent children,1113
E09000009,Ealing,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",722
E09000009,Ealing,3,Private rented or lives rent free,-8,Does not apply,0
E09000009,Ealing,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1263
E09000009,Ealing,3,Private rented or lives rent free,2,One-person household: Other,9168
E09000009,Ealing,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,353
E09000009,Ealing,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,3105
E09000009,Ealing,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,9442
E09000009,Ealing,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,1098
E09000009,Ealing,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,3943
E09000009,Ealing,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1461
E09000009,Ealing,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,98
E09000009,Ealing,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,4169
E09000009,Ealing,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1174
E09000009,Ealing,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,1157
E09000009,Ealing,3,Private rented or lives rent free,13,Other household types: With dependent children,3386
E09000009,Ealing,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5987
E09000010,Enfield,-8,Does not apply,-8,Does not apply,0
E09000010,Enfield,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000010,Enfield,-8,Does not apply,2,One-person household: Other,0
E09000010,Enfield,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000010,Enfield,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000010,Enfield,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000010,Enfield,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000010,Enfield,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000010,Enfield,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000010,Enfield,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000010,Enfield,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000010,Enfield,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000010,Enfield,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000010,Enfield,-8,Does not apply,13,Other household types: With dependent children,0
E09000010,Enfield,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000010,Enfield,0,Owned: Owns outright,-8,Does not apply,0
E09000010,Enfield,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,8150
E09000010,Enfield,0,Owned: Owns outright,2,One-person household: Other,3422
E09000010,Enfield,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,5809
E09000010,Enfield,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2715
E09000010,Enfield,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1442
E09000010,Enfield,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3811
E09000010,Enfield,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,529
E09000010,Enfield,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,166
E09000010,Enfield,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,192
E09000010,Enfield,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,394
E09000010,Enfield,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,2532
E09000010,Enfield,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,255
E09000010,Enfield,0,Owned: Owns outright,13,Other household types: With dependent children,956
E09000010,Enfield,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1370
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,609
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,5230
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,347
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2859
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,9872
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,3175
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1771
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1378
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,290
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1585
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,1775
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,323
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2163
E09000010,Enfield,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1549
E09000010,Enfield,2,Rented: Social rented,-8,Does not apply,0
E09000010,Enfield,2,Rented: Social rented,1,One-person household: Aged 66 years and over,2241
E09000010,Enfield,2,Rented: Social rented,2,One-person household: Other,4008
E09000010,Enfield,2,Rented: Social rented,3,Single family household: All aged 66 years and over,469
E09000010,Enfield,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,665
E09000010,Enfield,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,2436
E09000010,Enfield,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1059
E09000010,Enfield,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,222
E09000010,Enfield,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,615
E09000010,Enfield,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,181
E09000010,Enfield,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,4434
E09000010,Enfield,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,2370
E09000010,Enfield,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,286
E09000010,Enfield,2,Rented: Social rented,13,Other household types: With dependent children,1068
E09000010,Enfield,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",516
E09000010,Enfield,3,Private rented or lives rent free,-8,Does not apply,0
E09000010,Enfield,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1248
E09000010,Enfield,3,Private rented or lives rent free,2,One-person household: Other,6248
E09000010,Enfield,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,296
E09000010,Enfield,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,1762
E09000010,Enfield,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,6518
E09000010,Enfield,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,931
E09000010,Enfield,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,1415
E09000010,Enfield,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1778
E09000010,Enfield,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,122
E09000010,Enfield,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,7861
E09000010,Enfield,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1470
E09000010,Enfield,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,778
E09000010,Enfield,3,Private rented or lives rent free,13,Other household types: With dependent children,2737
E09000010,Enfield,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2519
E09000011,Greenwich,-8,Does not apply,-8,Does not apply,0
E09000011,Greenwich,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000011,Greenwich,-8,Does not apply,2,One-person household: Other,0
E09000011,Greenwich,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000011,Greenwich,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000011,Greenwich,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000011,Greenwich,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000011,Greenwich,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000011,Greenwich,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000011,Greenwich,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000011,Greenwich,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000011,Greenwich,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000011,Greenwich,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000011,Greenwich,-8,Does not apply,13,Other household types: With dependent children,0
E09000011,Greenwich,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000011,Greenwich,0,Owned: Owns outright,-8,Does not apply,0
E09000011,Greenwich,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,4459
E09000011,Greenwich,0,Owned: Owns outright,2,One-person household: Other,2645
E09000011,Greenwich,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,2897
E09000011,Greenwich,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1890
E09000011,Greenwich,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1088
E09000011,Greenwich,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,1690
E09000011,Greenwich,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,648
E09000011,Greenwich,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,163
E09000011,Greenwich,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,123
E09000011,Greenwich,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,226
E09000011,Greenwich,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1159
E09000011,Greenwich,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,171
E09000011,Greenwich,0,Owned: Owns outright,13,Other household types: With dependent children,470
E09000011,Greenwich,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",843
E09000011,Greenwich,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
